name,category,phone,reservation,address,transportation,hours,price_range,review_based_price_range,service_charges,seating_capacity,max_guests,private_rooms,charter,smoking_policy,parking,facilities,course_menu,drinks,scenes,services,homepage,opened_date,additional_notes,diner_idx,city_name,region_name,tabelog_url,total_review_count,facebook_url,instagram_url,twitter_url,payment_card,payment_emoney,payment_qr,card_types,price_min,price_max,review_price_min,review_price_max,has_private_room,has_smoking,has_reservation,has_parking,bayesian_score,rank
YAKINIKU 牛門,焼肉、ホルモン,050-5593-3885,予約可,沖縄県那覇市牧志2-5-7 1F,モノレール　牧志駅　徒歩5分,"11:30 - 15:00
                              L.O. 14:00
                          
                          
                            17:00 - 23:00
                              L.O. 22:00","{'Dinner': '￥6,000～￥7,999', 'Lunch': '￥1,000～￥1,999'}","{'Dinner': '￥10,000～￥14,999'}",,40,着席時 40人,"有                
                  
                    （2人可、4人可、6人可、8人可、10～20人可）
                  
                  
                    １階個室サービス料5%
２回個室サービス料10％頂戴しております。","可                
                  
                    （20人以下可）","分煙
                  2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。",無,オシャレな空間、落ち着いた空間、ソファー席あり、無料Wi-Fiあり,,日本酒あり、焼酎あり、ワインあり、カクテルあり、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,家族・子供と,2時間半以上の宴会可、お祝い・サプライズ可（バースデープレート）,https://gyu-mon.com/,2022年8月1日,,47029331,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47029331/,24,,https://www.instagram.com/okinawayakinikugyumon/,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",6000,7999,10000,14999,1,2,1,0,0.5374485325316247,28.0
オキナワソバヤ ススル,沖縄そば,098-952-6320,予約不可,沖縄県那覇市松尾1-9-24,県庁前駅から387m,"月・火・水・金・土・日

07:00 - 13:30

L.O. 料理13:30

木

定休日",{},"{'Lunch': '￥1,000～￥1,999'}",,,,無,不可,,無,,,,,,,2024年7月11日,,47032028,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47032028/,28,,https://www.instagram.com/okinawasobaya__susuru,,1,1,1,[],,,1000,1999,0,2,1,0,0.5371598698110355,29.0
紬,日本料理、居酒屋、海鮮,050-5600-8302,予約可,沖縄県那覇市久茂地2-14-12 1F,美栄橋駅徒歩7分,"月・火・水・木・金・土・祝日・祝前日・祝後日
                        
                      
                          
                            18:00 - 03:00
                              L.O. 料理02:00 ドリンク02:30
                          
                      
                    
                    
                        
                          日
                        
                      
                          
                            定休日","{'Dinner': '￥6,000～￥7,999'}","{'Dinner': '￥8,000～￥9,999'}",,19,着席時 19人,無,"可                
                  
                    （20人以下可）","全席禁煙
                  店舗前で喫煙可能となります。",無,オシャレな空間、落ち着いた空間、カウンター席あり、電源あり,,日本酒あり、焼酎あり、ワインあり、日本酒にこだわる、焼酎にこだわる,"家族・子供と
                  ｜
                デート",,,2023年8月8日,,47030633,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47030633/,69,,https://www.instagram.com/tsumugi.0808?igshid=ZDc4ODBmNjlmNQ==,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",6000,7999,8000,9999,0,1,1,0,0.5364290168411688,30.0
沖縄料理と島唄ライブの店 でいご,居酒屋、沖縄料理、ダイニングバー,050-5593-5630,予約可,沖縄県那覇市松尾1-3-1 エスプリコートビル B1F,ゆいレール 県庁前駅 徒歩4分,"月・火・水・木・金・土・日・祝日・祝前日・祝後日
                        
                      
                          
                            17:00 - 00:00
                              L.O. 料理23:00 ドリンク23:30","{'Dinner': '￥4,000～￥4,999'}","{'Dinner': '￥3,000～￥3,999'}",お通し代440円(税込)・ライブチャージ500円、小学生250円(税込),60,着席時 60人,無,"可                
                  
                    （50人以上可）","全席禁煙
                  喫煙所を別途設けています",有,オシャレな空間、落ち着いた空間、カラオケあり、ライブ・生演奏あり、無料Wi-Fiあり,飲み放題、3時間以上飲み放題,日本酒あり、焼酎あり、ワインあり、カクテルあり,"家族・子供と
                  ｜
                大人数の宴会",お通し代440円(税込)・ライブチャージ500円、小学生250円(税込),,2024年5月1日,,47031616,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47031616/,21,https://www.facebook.com/profile.php?id=61558611761460,https://www.instagram.com/deigo_shimauta,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'UnionPay', 'VISA']",4000,4999,3000,3999,0,2,1,1,0.5357529199912892,31.0
炊き肉 りょうちゃん,鍋、しゃぶしゃぶ、肉料理,050-5595-7363,予約可,沖縄県那覇市前島1-13-22 1F,ゆいレール美栄橋駅から徒歩5分,"月・火・木・金・土・日・祝日・祝前日・祝後日

17:00 - 23:00

L.O. 料理22:00 ドリンク22:30

水

定休日","{'Dinner': '￥6,000～￥7,999'}",{},550円,45,,有,不可,全席禁煙,無,オシャレな空間、落ち着いた空間、無料Wi-Fiあり,,日本酒あり、焼酎あり、ワインあり,家族・子供と,複数言語メニューあり（英語）,,2025年1月23日,,47032612,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47032612/,13,,https://www.instagram.com/takiniku_ryochan_okinawa,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",6000,7999,,,1,2,1,0,0.5355633237831989,32.0
地酒と地産料理 なぎじ,居酒屋、沖縄料理、海鮮,050-5456-0585,予約可,沖縄県那覇市泉崎1-11-1 あらかきビル 1F,県庁前駅、旭橋駅、各駅から徒歩5分,"月・火・木・金・土・日
                        
                      
                          
                            17:00 - 00:00
                              L.O. 23:00
                          
                      
                    
                    
                        
                          水
                        
                      
                          
                            定休日","{'Dinner': '￥3,000～￥3,999'}","{'Dinner': '￥3,000～￥3,999'}",テーブルチャージ　350円（税込）,34,着席時 34人,無,"可                
                  
                    （20人～50人可）",全席禁煙,無,落ち着いた空間、席が広い、カウンター席あり,飲み放題,日本酒あり、焼酎あり、ワインあり、カクテルあり,"家族・子供と
                  ｜
                大人数の宴会",テーブルチャージ　350円（税込）,,,,47030639,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47030639/,31,,https://www.instagram.com/jizaketochisanryouri_nagiji/,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",3000,3999,3000,3999,0,2,1,0,0.5343240423706128,33.0
A LONG VACATION.,イタリアン、カフェ、ダイニングバー,098-860-0420,予約可,沖縄県那覇市久茂地3-29-52 Southwest Grand Hotel 1F,"【公共交通機関にてお越しの方】
那覇空港からアクセス
ゆいレール県庁前駅から徒歩約5分

【お車にてお越しの方】
以下の駐車場をご利用の際には3時間無料券をお渡しいたします。
〒900-0014 沖縄県那覇市松尾1丁目5‐20
①タイムパーク Matsuo Parking
②Matsuo Parking 2
※必ず駐車券をレセプションでご提示ください","月・火・水・木・金・土・日・祝日・祝前日・祝後日

08:00 - 00:00

L.O. 料理22:00 ドリンク23:30","{'Dinner': '￥5,000～￥5,999', 'Lunch': '￥2,000～￥2,999'}","{'Dinner': '￥6,000～￥7,999', 'Lunch': '￥4,000～￥4,999'}",サービス料10%、チャージ料なし,136,,"有

（20～30人可、30人以上可）

11階の那覇の街並みを一望できる贅沢な空間で貸切でご利用頂けます。","可

（20人以下可、20人～50人可、50人以上可）","全席禁煙

喫煙専用場所あり",有,オシャレな空間、落ち着いた空間、席が広い、カップルシートあり、カウンター席あり、ソファー席あり、オープンテラスあり、バリアフリー、無料Wi-Fiあり、車椅子で入店可,飲み放題、食べ放題,ワインあり、カクテルあり、ワインにこだわる、カクテルにこだわる,家族・子供と ｜ デート,お祝い・サプライズ可（バースデープレート）、ドリンク持込可、ペット可,https://southwestgrand.com/restaurants/a_long_vacation/,2023年6月20日,,47030461,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47030461/,153,,https://www.instagram.com/southwestgrandhotel,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",5000,5999,6000,7999,1,2,1,1,0.5339346488350288,34.0
あぐーしゃぶしゃぶと言えば！！ちゃあぶ～,しゃぶしゃぶ,050-5593-5632,,沖縄県那覇市東町4-12 東壱番館 2F,旭橋駅から90m,"火・水・木・金・土・日・祝日・祝前日・祝後日
                        
                      
                          
                            17:30 - 23:00
                              L.O. 料理21:30 ドリンク22:30
                          
                      
                    
                    
                        
                          月
                        
                      
                          
                            定休日",{},{},,,,,,,,,,,,,,2024年,,47031647,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47031647/,12,,,,0,0,0,[],,,,,2,2,2,2,0.5336089336465897,35.0
アジアンビストロ Dai 那覇店,アジア・エスニック、タイ料理、ダイニングバー,050-5590-9324,予約可,沖縄県那覇市久茂地2-6-2 久茂地ガーデンビル1B 1F,モノレール県庁駅前から5分,"月
                        
                      
                          
                            11:30 - 15:00
                              L.O. 14:00
                          
                      
                    
                    
                        
                          火・水・木
                        
                      
                          
                            11:30 - 15:00
                              L.O. 14:00
                          
                          
                            18:00 - 22:00
                              L.O. 料理21:00 ドリンク21:30
                          
                      
                    
                    
                        
                          金・土
                        
                      
                          
                            11:30 - 15:00
                              L.O. 14:00
                          
                          
                            18:00 - 23:00
                              L.O. 22:00
                          
                      
                    
                    
                        
                          日
                        
                      
                          
                            定休日","{'Dinner': '￥2,000～￥2,999', 'Lunch': '￥1,000～￥1,999'}","{'Lunch': '￥1,000～￥1,999'}",サービス料、チャージ料は一切頂いておりません,20,,無,"可                
                  
                    （20人以下可）",全席禁煙,無,落ち着いた空間、カウンター席あり、ソファー席あり、掘りごたつあり,飲み放題,ワインあり、カクテルあり,"家族・子供と
                  ｜
                大人数の宴会
                  ｜
                一人で入りやすい",サービス料、チャージ料は一切頂いておりません,https://www.pleasure-company.com/asian_bistro/,2023年7月3日,,47030632,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47030632/,27,,https://www.instagram.com/asian_bistro_dai_naha,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",2000,2999,1000,1999,0,2,1,0,0.5333602045973225,36.0
もうあしびー,居酒屋、沖縄料理、海鮮,050-5594-2316,予約可,沖縄県那覇市旭町112-15-1,沖縄モノレール旭橋駅より市内線バス旭町バス停向け徒歩約5分/沖縄モノレール壺川駅東口より徒歩約8分,"月・火・水・木・金・土・日・祝日・祝前日・祝後日
                        
                      
                          
                            17:00 - 00:00","{'Dinner': '￥5,000～￥5,999'}",{},,60,,"有                
                  
                    （4人可、6人可、8人可、10～20人可）","可                
                  
                    （20人～50人可）","全席禁煙
                  店舗外に喫煙場あり",無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、掘りごたつあり、電源あり,飲み放題,日本酒あり、焼酎あり、日本酒にこだわる,家族・子供と,,,2024年8月5日,,47032079,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47032079/,24,,,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",5000,5999,,,1,2,1,0,0.5327897125112775,37.0
上原そば,沖縄そば、沖縄料理、海鮮,050-5590-2960,予約可,沖縄県名護市饒平名498-3 2F,沖縄自動車道許田IC出口より車で約15分,"月・火・水・金・土・日・祝日

11:00 - 16:00

木

定休日","{'Lunch': '￥1,000～￥1,999'}","{'Lunch': '￥1,000～￥1,999'}",,35,,無,不可,"全席禁煙

テラス席にて喫煙可",有,オシャレな空間、落ち着いた空間、カウンター席あり、ソファー席あり、オープンテラスあり、電源あり,,,家族・子供と,ペット可,,2022年10月15日,ペットはテラス席のみ可◯,47029550,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470201/47029550/,38,,,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",1000,1999,1000,1999,0,1,1,1,0.5311051048561062,38.0
ヤキニクライオン オクマ,焼肉、ステーキ、ホルモン,050-5571-5098,予約可,沖縄県国頭郡国頭村奥間1435-1,国道58号線沿い奥間交差点すぐ。オクマプライベートビーチ＆リゾートより車で2分,"月・火・水・木・金・土・日・祝日・祝前日・祝後日

12:00 - 22:00","{'Dinner': '￥5,000～￥5,999'}","{'Dinner': '￥5,000～￥5,999'}",,40,,無,不可,全席禁煙,有,オシャレな空間、落ち着いた空間、席が広い,,,デート,,,,,47028462,本島北部,okinawa,https://tabelog.com/okinawa/A4702/A470203/47028462/,29,,https://www.instagram.com/yakiniku_lion_okuma,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",5000,5999,5000,5999,0,2,1,1,0.5309749192518494,39.0
鉄板焼 まつ尾,鉄板焼き、ステーキ,098-860-0420,予約可,沖縄県那覇市久茂地3-29-52 Southwest Grand Hotel 1F,"【公共交通機関にてお越しの方】
那覇空港からアクセス
ゆいレール県庁前駅から徒歩約5分

【お車にてお越しの方】
以下の駐車場をご利用の際には3時間無料券をお渡しいたします。
〒900-0014 沖縄県那覇市松尾1丁目5‐20
①タイムパーク Matsuo Parking
②Matsuo Parking 2
※必ず駐車券をレセプションでご提示ください

美栄橋駅から414m","月・火・水・木・金・土・日・祝日・祝前日・祝後日

11:00 - 14:00

L.O. 料理14:00

17:00 - 21:00

L.O. 料理21:00","{'Dinner': '￥15,000～￥19,999', 'Lunch': '￥3,000～￥3,999'}","{'Dinner': '￥15,000～￥19,999', 'Lunch': '￥5,000～￥5,999'}",サービス料10%,20,,無,"可

（20人以下可）","全席禁煙

ホテル2階に喫煙所をご用意しております。",有,オシャレな空間、落ち着いた空間、カウンター席あり、無料Wi-Fiあり,,日本酒あり、焼酎あり、ワインあり、カクテルあり,家族・子供と,お祝い・サプライズ可（バースデープレート）,https://southwestgrand.com/restaurants/teppanyaki_matsuo/,2023年6月20日,,47031345,那覇市,okinawa,https://tabelog.com/okinawa/A4701/A470101/47031345/,39,,,,1,1,1,"['AMEX', 'Diners', 'JCB', 'Master', 'VISA']",15000,19999,15000,19999,0,2,1,1,0.5308530953481874,40.0
